fileid,volume,phase,craft,target,instrument,filter,note
C2026215,VGISS_5208,Jupiter,Voyager2,Jupiter,Wide,ORANGE,
C2026216,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,VIOLET,
C2026217,VGISS_5208,Jupiter,Voyager2,Jupiter,Wide,CH4_JS,
C2026218,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2026220,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2026222,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,VIOLET,
C2026224,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2026226,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2026228,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,VIOLET,
C2026230,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2026232,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2026234,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,VIOLET,
C2026236,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2026238,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2026240,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,VIOLET,
C2026242,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2026421,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,VIOLET,
C2026423,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2026425,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2026427,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,VIOLET,
C2026429,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2026431,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2026433,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,VIOLET,
C2026435,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2026437,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2026439,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,VIOLET,
C2026441,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2026443,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2026444,VGISS_5208,Jupiter,Voyager2,Jupiter,Wide,ORANGE,
C2026445,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,VIOLET,
C2026446,VGISS_5208,Jupiter,Voyager2,Jupiter,Wide,CH4_JS,
C2026447,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2026449,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2026451,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,VIOLET,
C2026453,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2026455,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2026457,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,VIOLET,
C2026459,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2026501,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2026503,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,VIOLET,
C2026505,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2026507,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2026509,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,VIOLET,
C2026511,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2026547,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,CLEAR,
C2026648,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2026650,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,VIOLET,
C2026652,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2026654,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2026656,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,VIOLET,
C2026658,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2026700,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2026702,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,VIOLET,
C2026704,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2026706,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2026708,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,VIOLET,
C2026710,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2026712,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2026713,VGISS_5208,Jupiter,Voyager2,Jupiter,Wide,ORANGE,
C2026714,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,VIOLET,
C2026715,VGISS_5208,Jupiter,Voyager2,Jupiter,Wide,CH4_JS,
C2026716,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2026718,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2026720,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,VIOLET,
C2026722,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2026724,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2026726,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,VIOLET,
C2026728,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2026730,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2026732,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,VIOLET,
C2026734,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2026736,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2026738,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,VIOLET,
C2026917,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2026919,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,VIOLET,
C2026921,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2026923,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2026925,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,VIOLET,
C2026927,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2026929,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2026931,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,VIOLET,
C2026933,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2026935,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2026937,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,VIOLET,
C2026939,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2026941,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2026942,VGISS_5208,Jupiter,Voyager2,Jupiter,Wide,ORANGE,
C2026943,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,VIOLET,
C2026944,VGISS_5208,Jupiter,Voyager2,Jupiter,Wide,CH4_JS,
C2026945,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2026947,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2026949,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,VIOLET,
C2026951,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2026953,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2026955,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,VIOLET,
C2026957,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2026959,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2027001,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,VIOLET,
C2027003,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2027005,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2027007,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,VIOLET,
C2027009,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2027348,VGISS_5208,Jupiter,Voyager2,Ganymede,Narrow,CLEAR,OPTICAL NAVIGATION
C2027400,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2027403,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,UV,
C2027406,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2027409,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2027412,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,UV,
C2027415,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2027418,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2027421,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,UV,
C2027424,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2027427,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2027430,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,UV,
C2027433,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2027436,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2027438,VGISS_5208,Jupiter,Voyager2,Jupiter,Wide,ORANGE,
C2027440,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,UV,
C2027442,VGISS_5208,Jupiter,Voyager2,Jupiter,Wide,CH4_JS,
C2027444,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2027447,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2027450,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,UV,
C2027453,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2027456,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2027459,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,UV,
C2027502,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2027505,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2027508,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,UV,
C2027511,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2027514,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2027517,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,UV,
C2027520,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2027629,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2027632,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,UV,
C2027635,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2027638,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2027641,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,UV,
C2027644,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2027647,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2027650,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,UV,
C2027653,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2027656,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2027659,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,UV,
C2027702,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2027705,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2027707,VGISS_5208,Jupiter,Voyager2,Jupiter,Wide,ORANGE,
C2027709,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,UV,
C2027711,VGISS_5208,Jupiter,Voyager2,Jupiter,Wide,CH4_JS,
C2027713,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2027716,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2027719,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,UV,
C2027722,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2027725,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2027728,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,UV,
C2027731,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2027734,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2027737,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,UV,
C2027740,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2027743,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2027746,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,UV,
C2027749,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2027858,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2027901,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,UV,
C2027904,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2027907,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2027910,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,UV,
C2027913,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2027916,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2027919,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,UV,
C2027922,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2027925,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2027928,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,UV,
C2027931,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2027934,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2027936,VGISS_5208,Jupiter,Voyager2,Jupiter,Wide,ORANGE,
C2027938,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,UV,
C2027940,VGISS_5208,Jupiter,Voyager2,Jupiter,Wide,CH4_JS,
C2027942,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2027945,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2027948,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,UV,
C2027951,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2027954,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2027957,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,UV,
C2028000,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2028003,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2028006,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,UV,
C2028009,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2028012,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2028015,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,UV,
C2028018,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2028051,VGISS_5208,Jupiter,Voyager2,Io,Narrow,CLEAR,
C2028127,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2028130,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,UV,
C2028133,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2028136,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2028139,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,UV,
C2028142,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2028145,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2028148,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,UV,
C2028151,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2028154,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2028157,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,UV,
C2028200,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2028203,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2028205,VGISS_5208,Jupiter,Voyager2,Jupiter,Wide,ORANGE,
C2028207,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,UV,
C2028209,VGISS_5208,Jupiter,Voyager2,Jupiter,Wide,CH4_JS,
C2028211,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2028214,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2028217,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,UV,
C2028220,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2028223,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2028226,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,UV,
C2028229,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2028232,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2028235,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,UV,
C2028238,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2028241,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2028244,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,UV,
C2028247,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2028306,VGISS_5208,Jupiter,Voyager2,Europa,Narrow,CLEAR,
C2028356,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2028359,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,UV,
C2028402,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2028405,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2028408,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,UV,
C2028411,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2028414,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2028417,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,UV,
C2028420,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2028423,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2028426,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,UV,
C2028429,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2028432,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2028434,VGISS_5208,Jupiter,Voyager2,Jupiter,Wide,ORANGE,
C2028436,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,UV,
C2028438,VGISS_5208,Jupiter,Voyager2,Jupiter,Wide,CH4_JS,
C2028440,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2028443,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2028446,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,UV,
C2028449,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2028452,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2028455,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,UV,
C2028458,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2028501,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2028504,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,UV,
C2028507,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2028510,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2028513,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,UV,
C2028516,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2028639,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2028641,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,VIOLET,
C2028643,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2028645,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2028647,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,VIOLET,
C2028649,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2028651,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2028653,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,VIOLET,
C2028655,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2028657,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2028659,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,VIOLET,
C2028701,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2028703,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2028704,VGISS_5208,Jupiter,Voyager2,Jupiter,Wide,ORANGE,
C2028705,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,VIOLET,
C2028706,VGISS_5208,Jupiter,Voyager2,Jupiter,Wide,CH4_JS,
C2028707,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2028709,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2028711,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,VIOLET,
C2028713,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2028715,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2028717,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,VIOLET,
C2028719,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2028721,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2028723,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,VIOLET,
C2028725,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2028727,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2028729,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,VIOLET,
C2028731,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2028737,VGISS_5208,Jupiter,Voyager2,Callisto,Narrow,CLEAR,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 6 NA
C2028739,VGISS_5208,Jupiter,Voyager2,Callisto,Narrow,VIOLET,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 6 NA
C2028741,VGISS_5208,Jupiter,Voyager2,Callisto,Narrow,BLUE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 6 NA
C2028743,VGISS_5208,Jupiter,Voyager2,Callisto,Narrow,ORANGE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 6 NA
C2028745,VGISS_5208,Jupiter,Voyager2,Callisto,Narrow,GREEN,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 6 NA
C2028747,VGISS_5208,Jupiter,Voyager2,Callisto,Narrow,UV,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 6 NA
C2028900,VGISS_5208,Jupiter,Voyager2,Callisto,Narrow,CLEAR,OPTICAL NAVIGATION
C2028908,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2028910,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,VIOLET,
C2028912,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2028914,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2028916,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,VIOLET,
C2028918,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2028920,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2028922,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,VIOLET,
C2028924,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2028926,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2028928,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,VIOLET,
C2028930,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2028932,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2028933,VGISS_5208,Jupiter,Voyager2,Jupiter,Wide,ORANGE,
C2028934,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,VIOLET,
C2028935,VGISS_5208,Jupiter,Voyager2,Jupiter,Wide,CH4_JS,
C2028936,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2028938,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2028940,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,VIOLET,
C2028942,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2028944,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2028946,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,VIOLET,
C2028948,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2028950,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2028952,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,VIOLET,
C2028954,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2028956,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2028958,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,VIOLET,
C2029000,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2029137,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2029139,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,VIOLET,
C2029141,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2029143,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2029145,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,VIOLET,
C2029147,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
C2029149,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,GREEN,
C2029151,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,VIOLET,
C2029153,VGISS_5208,Jupiter,Voyager2,Jupiter,Narrow,ORANGE,
